Timestamp;Throuput;Run
05-01-2021 2:50;0;Bad
05-01-2021 3:00;11.39492353;Bad
05-01-2021 3:10;0;Bad
05-01-2021 3:20;172.1063745;ON
05-01-2021 3:30;3533.529008;ON
05-01-2021 3:40;4656.567314;ON
05-01-2021 3:50;3300.886572;ON
05-01-2021 4:00;4427.480976;ON
05-01-2021 4:10;4836.316712;ON
05-01-2021 4:20;5686.063743;ON
05-01-2021 4:30;5881.849438;ON
05-01-2021 4:40;5986.919284;ON
05-01-2021 4:50;5477.136507;ON
05-01-2021 5:00;5555.774464;ON
05-01-2021 5:10;5359.537698;ON
05-01-2021 5:20;5755.925861;ON
05-01-2021 5:30;6400.096639;ON
05-01-2021 5:40;5913.523767;ON
05-01-2021 5:50;5956.233893;ON
05-01-2021 6:00;5944.976083;ON
05-01-2021 6:10;5639.863181;ON
05-01-2021 6:20;4205.525166;ON
05-01-2021 6:30;3259.675886;ON
05-01-2021 6:40;2464.059069;ON
05-01-2021 6:50;5488.929244;ON
05-01-2021 7:00;5469.367829;ON
05-01-2021 7:10;5476.381579;ON
05-01-2021 7:20;5204.780459;ON
05-01-2021 7:30;5417.590537;ON
05-01-2021 7:40;5562.722652;ON
05-01-2021 7:50;912.4837341;ON
05-01-2021 8:00;79.8939998;ON
05-01-2021 8:10;2901.798505;ON
05-01-2021 8:20;4276.538705;ON
05-01-2021 8:30;4550.963161;ON
05-01-2021 8:40;3579.382356;ON
05-01-2021 8:50;5394.662489;ON
05-01-2021 9:00;5147.645224;ON
05-01-2021 9:10;6105.832945;ON
05-01-2021 9:20;5671.776925;ON
05-01-2021 9:30;5295.051009;ON
05-01-2021 9:40;4765.007368;ON
05-01-2021 9:50;3345.617034;ON
05-01-2021 10:00;5160.505211;ON
05-01-2021 10:10;4749.748917;ON
05-01-2021 10:20;2668.53021;ON
05-01-2021 10:30;6.158029186;Off
05-01-2021 10:40;77.69829025;Off
05-01-2021 10:50;71.10627556;Off
05-01-2021 11:00;97.61897686;Off
05-01-2021 11:10;2.484250716;Off
05-01-2021 11:20;21.60133273;Off
05-01-2021 11:30;48.32063686;ON
05-01-2021 11:40;3905.620539;ON
05-01-2021 11:50;4927.935266;ON
05-01-2021 12:00;5378.37285;ON
05-01-2021 12:10;5400.439349;ON
05-01-2021 12:20;5523.092396;ON
05-01-2021 12:30;6167.776504;ON
05-01-2021 12:40;5730.996302;ON
05-01-2021 12:50;5829.421576;ON
05-01-2021 13:00;5942.987589;ON
05-01-2021 13:10;5780.763394;ON
05-01-2021 13:20;4104.665941;ON
05-01-2021 13:30;3644.146524;ON
05-01-2021 13:40;6100.948002;ON
05-01-2021 13:50;6227.01878;ON
05-01-2021 14:00;5583.727862;ON
05-01-2021 14:10;3934.487435;ON
05-01-2021 14:20;31.96813354;Off
05-01-2021 14:30;0;Off
05-01-2021 14:40;17.25968302;Off
05-01-2021 14:50;11.21008609;Off
05-01-2021 15:00;47.03540238;Off
05-01-2021 15:10;208.1193299;Off
05-01-2021 15:20;5497.340423;ON
05-01-2021 15:30;3353.093248;ON
05-01-2021 15:40;5317.610669;ON
05-01-2021 15:50;4136.405863;ON
05-01-2021 16:00;6296.085077;ON
05-01-2021 16:10;5989.891715;ON
05-01-2021 16:20;5166.315653;ON
05-01-2021 16:30;5932.43601;ON
05-01-2021 16:40;5646.939009;ON
05-01-2021 16:50;6252.217975;ON
05-01-2021 17:00;6249.072915;ON
05-01-2021 17:10;6877.522385;ON
05-01-2021 17:20;5692.533958;ON
05-01-2021 17:30;4697.630713;ON
05-01-2021 17:40;6644.648372;ON
05-01-2021 17:50;6821.199789;ON
05-01-2021 18:00;6588.570211;ON
05-01-2021 18:10;5846.335991;ON
05-01-2021 18:20;5897.304132;ON
05-01-2021 18:30;6735.271406;ON
05-01-2021 18:40;6541.622438;ON
05-01-2021 18:50;6784.626129;ON
05-01-2021 19:00;6221.566411;ON
05-01-2021 19:10;6536.104083;ON
05-01-2021 19:20;6703.962098;ON
05-01-2021 19:30;0.16698392;ON
05-01-2021 19:40;2951.838996;Off
05-01-2021 19:50;62.63507504;Off
05-01-2021 20:00;0;Off
05-01-2021 20:10;2851.225429;ON
05-01-2021 20:20;6080.296677;ON
05-01-2021 20:30;5431.241081;ON
05-01-2021 20:40;5929.944687;ON
05-01-2021 20:50;5524.28001;ON
05-01-2021 21:00;5918.259483;ON
05-01-2021 21:10;5619.289305;ON
05-01-2021 21:20;4688.168887;ON
05-01-2021 21:30;6058.931293;ON
05-01-2021 21:40;3615.154141;ON
05-01-2021 21:50;291.5801666;Off
05-01-2021 22:00;0;Off
05-01-2021 22:10;0;Off
05-01-2021 22:20;53.41623605;ON
05-01-2021 22:30;47.09662943;ON
05-01-2021 22:40;935.0961557;ON
05-01-2021 22:50;2646.287681;ON
05-01-2021 23:00;3092.19172;ON
05-01-2021 23:10;5306.033462;ON
05-01-2021 23:20;6226.880261;ON
05-01-2021 23:30;5221.888671;ON
05-01-2021 23:40;5196.126911;ON
05-01-2021 23:50;5787.03102;ON
06-01-2021 0:00;5729.813593;ON
06-01-2021 0:10;5572.026653;ON
06-01-2021 0:20;4933.457062;ON
06-01-2021 0:30;3372.725396;ON
06-01-2021 0:40;5527.147837;ON
06-01-2021 0:50;4932.151118;ON
06-01-2021 1:00;5913.713605;ON
06-01-2021 1:10;1039.73573;ON
06-01-2021 1:20;15.02293477;Off
06-01-2021 1:30;51.83855086;Off
06-01-2021 1:40;20.54872971;Off
06-01-2021 1:50;1.271280294;Off
06-01-2021 2:00;64.25627404;Off
06-01-2021 2:10;0;Off
06-01-2021 2:20;0;Off
06-01-2021 2:30;0;Off
06-01-2021 2:40;29.14880844;Off
06-01-2021 2:50;3478.996839;ON
06-01-2021 3:00;6761.563714;ON
06-01-2021 3:10;4741.68663;ON
06-01-2021 3:20;4575.501742;ON
06-01-2021 3:30;5152.177776;ON
06-01-2021 3:40;5377.636114;ON
06-01-2021 3:50;5874.953431;ON
06-01-2021 4:00;5590.494069;ON
06-01-2021 4:10;5178.524368;ON
06-01-2021 4:20;5784.998164;ON
06-01-2021 4:30;4972.952195;ON
06-01-2021 4:40;5723.283851;ON
06-01-2021 4:50;5969.497812;ON
06-01-2021 5:00;5615.695091;ON
06-01-2021 5:10;4420.976934;ON
06-01-2021 5:20;3508.075937;ON
06-01-2021 5:30;5601.969183;ON
06-01-2021 5:40;4758.346905;ON
06-01-2021 5:50;6561.612635;ON
06-01-2021 6:00;6853.988405;ON
06-01-2021 6:10;6480.317332;ON
06-01-2021 6:20;6389.353772;ON
06-01-2021 6:30;6135.692053;ON
06-01-2021 6:40;6553.320489;ON
06-01-2021 6:50;5719.855004;ON
